Tarcoola Airport,AU,Tarcoola,TAQ
Taree Airport,AU,Taree,TRO
Transilvania Târgu Mureş International Airport,RO,Târgu Mureş,TGM
Tari Airport,PG,Tari,TIZ
Capitan Oriel Lea Plaza Airport,BO,Tarija,TJA
Tarinkot Airport,AF,Tarinkot,TII
Tarko-Sale Airport,RU,Tarko-Sale,TQL
General Enrique Mosconi Airport,AR,Tartagal,TTG
Tartu Airport,EE,Tartu,TAY
Yongphulla Airport,BT,Tashigang,YON
Tashkent International Airport,UZ,Tashkent,TAS
Tasiilaq Heliport,GL,Tasiilaq,AGM
Cibeureum Airport,ID,Tasikmalaya-Java Island,TSY
Tasiujaq Airport,CA,Tasiujaq,YTQ
Taskul Airport,PG,Taskul,TSK
Tasu Water Aerodrome,CA,Tasu,YTU
Taszár Air Base,HU,Taszár,TZR
Tatakoto Airport,PF,Tatakoto,TKV
Mapua(Mabua) Airport,PG,Tatau Island,MPU
Tatitlek Airport,US,Tatitlek,TEK
Tau Airport,AS,Tau,TAV
Taupo Airport,NZ,Taupo,TUO
Tauramena Airport,CO,Tauramena,TAU
Tauranga Airport,NZ,Tauranga,TRG
Tauta Airport,PG,Tauta,TUT
Tawa Airport,PG,Tawa,TWY
Tawau Airport,MY,Tawau,TWU
Taylor Airport,US,Taylor,TYZ
Taylor Airport,US,Taylor,TWE
Cesar Lim Rodriguez (Taytay-Sandoval) Airport,PH,Taytay,RZP
Preah Vinhear Airport,KH,Tbeng Meanchey,OMY
Tbilisi International Airport,GE,Tbilisi,TBS
Tchibanga Airport,GA,Tchibanga,TCH
Cheikh Larbi Tébessi Airport,DZ,Tébessi,TEE
Tefé Airport,BR,Tefé,TFF
Toncontín International Airport,HN,Tegucigalpa,TGU
Tehachapi Municipal Airport,US,Tehachapi,TSP
Mehrabad International Airport,IR,Tehran,THR
Imam Khomeini International Airport,IR,Tehran,IKA
9 de Maio - Teixeira de Freitas Airport,BR,Teixeira De Freitas,TXF
Tekadu Airport,PG,Tekadu,TKB
Tekin Airport,PG,Tekin,TKW
Ben Gurion International Airport,IL,Tel Aviv,TLV
Sde Dov Airport,IL,Tel Aviv,SDV
Tela Airport,HN,Tela,TEA
Telefomin Airport,PG,Telefomin,TFM
Telegraph Creek Airport,CA,Telegraph Creek,YTX
Telêmaco Borba Airport,BR,Telêmaco Borba,TEC
Telida Airport,US,Telida,TLF
Teller Airport,US,Teller,TLA
Telluride Regional Airport,US,Telluride,TEX
Telupid Airport,MY,Telupid,TEL
General Mariano Matamoros (Cuernavaca) Airport,MX,Temixco,CVJ
Temora Airport,AU,Temora,TEM
Draughon Miller Central Texas Regional Airport,US,Temple,TPL
La Araucanía Airport,CL,Temuco,ZCO
Maquehue Airport,CL,Temuco,PZS
Jumandy Airport,EC,Tena,TNW
Tenakee Seaplane Base,US,Tenakee Springs,TKE
Tenerife South Airport,ES,Tenerife,TFS
Tenerife Norte Airport,ES,Tenerife,TFN
Tengchong Tuofeng Airport,CN,Tengchong,TCZ
Tenkodogo Airport,BF,Tenkodogo,TEG
Tennant Creek Airport,AU,Tennant Creek,TCA
Juscelino Kubitscheck Airport,BR,Teófilo Otoni,TFL
Amado Nervo National Airport,MX,Tepic,TPQ
Tep Tep Airport,PG,Teptep,TEP
Washington Island Airstrip,KI,Teraina,TNQ
Terapo Airport,PG,Terapo Mission,TEO
Senador Petrônio Portela Airport,BR,Teresina,THE
Termas de Río Hondo international Airport,AR,Termas de Río Hondo,RHD
Termez Airport,UZ,Termez,TMJ
Terney Airport,RU,Terney,NEI
Northwest Regional Airport Terrace-Kitimat,CA,Terrace,YXT
Terrace Bay Airport,NA,Terrace Bay,TCY
Terrace Bay Airport,CA,Terrace Bay - ON,YTJ
Terre Haute Regional Airport - Hulman Field,US,Terre Haute,HUF
Terrell Municipal Airport,US,Terrell,TRL
Teruel Airport,ES,Teruel,TEV
Teslin Airport,CA,Teslin,YZW
Tessenei Airport,ER,Tessenei,TES
Chingozi Airport,MZ,Tete,TET
Tête-à-la-Baleine Airport,CA,Tête-à-la-Baleine,ZTB
Tetebedi Airport,PG,Tetebedi,TDB
Teterboro Airport,US,Teterboro,TEB
Tetiaroa Airport,PF,Tetiaroa,TTI
Saniat R'mel Airport,MA,Tétouan,TTU
Texada Gillies Bay Airport,CA,Texada,YGB
Texarkana Regional Webb Field,US,Texarkana,TXK
Tezu Airport,IN,Tezu,TEI
Thaba-Tseka Airport,LS,Thaba-Tseka,THB
Thakhek Airport,LA,Thakhek,THK
Thakurgaon Airport,BD,Thakurgaon,TKR
Thandwe Airport,MM,Thandwe,SNW
Tho Xuan Airport,VN,Thanh Hóa,THD
Thanjavur Air Force Station,IN,Thanjavur,TJV
The Granites Airport,AU,The Granites Gold Mine,GTS
The Pas Airport,CA,The Pas,YQD
Clayton J Lloyd International Airport,AI,The Valley,AXA
Theda Station Airport,AU,Theda Station,TDN
Hot Springs County Airport,US,Thermopolis,THP
Thessaloniki Macedonia International Airport,GR,Thessaloniki,SKG
RAF Honington,GB,Thetford,BEQ
Telegraph Harbour Seaplane Base,CA,Thetis Island,YBQ
Thicket Portage Airport,CA,Thicket Portage,YTD
Thief River Falls Regional Airport,US,Thief River Falls,TVF
Thimarafushi Airport,MV,Thimarafushi,TMF
Trivandrum International Airport,IN,Thiruvananthapuram,TRV
Thisted Airport,DK,Thisted,TED
Thohoyandou Airport,ZA,Thohoyandou,THY
Thomasville Regional Airport,US,Thomasville,TVI
York Airport,US,Thomasville,THV
Thompson Airport,CA,Thompson,YTH
Thompson Falls Airport,US,Thompson Falls,THM
Thorne Bay Seaplane Base,US,Thorne Bay,KTB
Three Rivers Municipal Dr Haines Airport,US,Three Rivers,HAI
Thule Air Base,GL,Thule,THU
Thumrait Air Base,OM,Thumrait,TTH
Thunder Bay Airport,CA,Thunder Bay,YQT
Jos Orno Imsula Airport,ID,Tiakur,JIO
Tianjin Binhai International Airport,CN,Tianjin,TSN
Tianshui Maijishan Airport,CN,Tianshui,THQ
Abdelhafid Boussouf Bou Chekif Airport,DZ,Tiaret,TID
Tibú Airport,CO,Tibú,TIB
Ticantiki Airport,PA,Ticantiqui,TJC
Tichitt Airport,MR,Tichitt,THI
Tidjikja Airport,MR,Tidjikja,TIY
Tifalmin Airport,PG,Tifalmin,TFB
Henry Tift Myers Airport,US,Tifton,TMA
Tiga Airport,NC,Tiga,TGJ
General Abelardo L. Rodríguez International Airport,MX,Tijuana,TIJ
El Petén Airport,GT,Tikal,TKM
Tikapur Airport,NP,Tikapur,TPU
Tikchik Lodge Seaplane Base,US,Tikchik,KTH
Tiko Airport,CM,Tiko,TKC
Taliabu Island Airport,ID,Tikong-Taliabu Island,TAX
Tiksi Airport,RU,Tiksi,IKS
Tilin Airport,MM,Tilin,TIO
Tillamook Airport,US,Tillamook,OTK
Timbedra Airport,MR,Timbedra,TMD
Timbuktu Airport,ML,Timbuktu,TOM
Timbunke Airport,PG,Timbunke,TBE
Mozes Kilangin Airport,ID,Timika-Papua Island,TIM
Timimoun Airport,DZ,Timimoun,TMX
Timişoara Traian Vuia Airport,RO,Timişoara,TSR
Timmins/Victor M. Power,CA,Timmins,YTS
Tin City Long Range Radar Station Airport,US,Tin City,TNC
Tinboli Airport,PG,Tinboli,TCK
Tindouf Airport,DZ,Tindouf,TIN
Tingo Maria Airport,PE,Tingo Maria,TGI
Tingwon Airport,PG,Tingwon Island,TIG
Tinian International Airport,MP,Tinian Island,TIQ
Tiniteqilaaq Heliport,GL,Tiniteqilaaq,TQI
Tinson Pen Airport,JM,Tinson Pen,KTP
Tioga Municipal Airport,US,Tioga,VEX
Tiom Airport,ID,Tiom-Papua Island,TMY
Tippi Airport,ET,Tippi,TIE
Tiputini Airport,EC,Tiputini,TPN
Tirana International Airport Mother Teresa,AL,Tirana,TIA
Tiruchirappalli International Airport,IN,Tiruchirappalli,TRZ
Tirupati Airport,IN,Tirupati,TIR
Tisdale Airport,CA,Tisdale,YTT
Tissa Tank Waterdrome,LK,Tissamaharama,TTW
Space Coast Regional Airport,US,Titusville,TIX
Tivat Airport,ME,Tivat,TIV
Cupul Airport,MX,Tizimin,TZM
Ngloram Airport,ID,Tjepu-Java Island,CPF
Zenata – Messali El Hadj Airport,DZ,Tlemcen,TLM
Tlokoeng Airport,LS,Tlokoeng,TKO
Toamasina Ambalamanasy Airport,MG,Toamasina,TMM
Tobermorey Airport,AU,Tobermorey,TYP
Tobolsk Airport,RU,Tobolsk,TOX
Remezov Airport,RU,Tobolsk,RMZ
Gamal Abdel Nasser Airport,LY,Tobruk,TOB
Toccoa Airport - R.G. Letourneau Field,US,Toccoa,TOC
Barriles Airport,CL,Tocopilla,TOQ
Tocumen International Airport,PA,Tocumen,PTY
Tofino / Long Beach Airport,CA,Tofino,YAZ
Tofino Harbour Seaplane Base,CA,Tofino Harbour,YTP
Togiak Airport,US,Togiak Village,TOG
Tok Junction Airport,US,Tok,TKJ
Tokat Airport,TR,Tokat,TJK
Tokeen Seaplane Base,US,Tokeen,TKI
Chubu Centrair International Airport,JP,Tokoname,NGO
Tokoroa Airfield,NZ,Tokoroa,TKZ
Toksook Bay Airport,US,Toksook Bay,OOK
Tokushima Awaodori Airport / JMSDF Tokushima Air Base,JP,Tokushima,TKS
Narita International Airport,JP,Tokyo,NRT
Tokyo Haneda International Airport,JP,Tokyo,HND
Tol Airport,PG,Tol,TLO
Costa Esmeralda Airport,NI,Tola,ECI
Tôlanaro Airport,MG,Tôlanaro,FTU
Toledo Airport,BR,Toledo,TOW
Toledo Express Airport,US,Toledo,TOL
Toledo Executive Airport,US,Toledo,TDZ
Ed Carlson Memorial Field South Lewis County Airport,US,Toledo,TDO
Sultan Bantilan Airport,ID,Toli Toli-Celebes Island,TLI
Toliara Airport,MG,Toliara,TLE
Golfo de Morrosquillo Airport,CO,Tolú,TLU
Licenciado Adolfo Lopez Mateos International Airport,MX,Toluca,TLC
Tom Price Airport,AU,Tom Price,TPR
Tomanggong Airport,MY,Tomanggong,TMG
Ocean County Airport,US,Toms River,MJX
Bogashevo Airport,RU,Tomsk,TOF
Tonghua Sanyuanpu Airport,CN,Tonghua,TNH
Tongliao Airport,CN,Tongliao,TGO
Tongoa Airport,VU,Tongoa Island,TGH
Tonopah Test Range Airport,US,Tonopah,XSD
Tonopah Airport,US,Tonopah,TPH
Tonu Airport,PG,Tonu,TON
Brisbane West Wellcamp Airport,AU,Toowoomba,WTB
Toowoomba Airport,AU,Toowoomba,TWB
Philip Billard Municipal Airport,US,Topeka,TOP
Topeka Regional Airport,US,Topeka,FOE
Jindal Vijaynagar Airport,IN,Toranagallu,VDY
Torembi Airport,PG,Torembi,TCJ
Turin Airport,IT,Torino,TRN
Torokina Airport,PG,Torokina,TOK
Lester B. Pearson International Airport,CA,Toronto,YYZ
Billy Bishop Toronto City Centre Airport,CA,Toronto,YTZ
Buttonville Municipal Airport,CA,Toronto,YKZ
Tororo Airport,UG,Tororo,TRY
Sandefjord Airport - Torp,NO,Torp,TRF
Zamperini Field,US,Torrance,TOA
Francisco Sarabia International Airport,MX,Torreón,TRC
Torres Airport,BR,Torres,TSQ
Torrington Municipal Airport,US,Torrington,TOR
Torsby Airport,SE,Torsby,TYF
Tortola West End Seaplane Base,VG,Tortola,TOV
Torwood Airport,AU,Torwood,TWP
Tosontsengel Airport,MN,Tosontsengel,TNZ
Totness Airport,SR,Totness,TOT
Tottori Sand Dunes Conan Airport,JP,Tottori,TTJ
Mahana Airport,CI,Touba,TOZ
Tougan Airport,BF,Tougan,TUQ
Touggourt Sidi Madhi Airport,DZ,Touggourt,TGR
Touho Airport,NC,Touho,TOU
Toulon-Hyères Airport,FR,Toulon/Hyères/Le Palyvestre,TLN
Toulouse-Blagnac Airport,FR,Toulouse/Blagnac,TLS
Tours-Val-de-Loire Airport,FR,Tours/Val de Loire (Loire Valley),TUF
Toussus-le-Noble Airport,FR,Toussus-le-Noble,TNF
Townsville Airport / RAAF Base Townsville,AU,Townsville,TSV
Toyama Airport,JP,Toyama,TOY
Konotori Tajima Airport,JP,Toyooka,TJH
Tozeur Nefta International Airport,TN,Tozeur,TOE
Trabzon International Airport,TR,Trabzon,TZX
Trail Airport,CA,Trail,YZZ
Trang Airport,TH,Trang,TST
Vincenzo Florio Airport Trapani-Birgi,IT,Trapani (TP),TPS
Cherry Capital Airport,US,Traverse City,TVC
Treasure Cay Airport,BS,Treasure Cay,TCB
Treinta y Tres Airport,UY,Treinta y Tres,TYT
San Domino Island Heliport,IT,Tremiti Islands,TQR
CFB Trenton,CA,Trenton,YTR
Trenton Mercer Airport,US,Trenton,TTN
Trepell Airport,AU,Trepell,TQP
Tres Arroyos Airport,AR,Tres Arroyos,OYO
Mélio Viana Airport,BR,Três Corações,QID
Tres Esquinas Air Base,CO,Tres Esquinas,TQS
Plínio Alarcom Airport,BR,Três Lagoas,TJL
Treviso-Sant'Angelo Airport,IT,Treviso,TSF
Spangdahlem Air Base,DE,Trier,SPM
Trieste–Friuli Venezia Giulia Airport,IT,Trieste,TRS
China Bay Airport,LK,Trincomalee,TRR
Trincomalee Harbor Waterdrome,LK,Trincomalee,THW
Alberto Delgado Airport,CU,Trinidad,TND
Teniente Av. Jorge Henrich Arauz Airport,BO,Trinidad,TDD
Trinidad Airport,CO,Trinidad,TDA
Perry Stokes Airport,US,Trinidad,TAD
Tripoli International Airport,LY,Tripoli,TIP
Mitiga Airport,LY,Tripoli,MJI
Rene Mouawad Air Base / Kleyate Airport,LB,Tripoli,KYE
Trois-Rivières Airport,CA,Trois-Rivières,YRQ
Troll Airfield,AQ,Troll Station,QET
Trollhättan-Vänersborg Airport,SE,Trollhättan,THN
Tromsø Airport,NO,Tromsø,TOS
Trona Airport,US,Trona,TRH
Trondheim Airport Værnes,NO,Trondheim,TRD
Troy Municipal Airport at N Kenneth Campbell Field,US,Troy,TOI
Truckee Tahoe Airport,US,Truckee,TKF
Capitan FAP Carlos Martinez De Pinillos International Airport,PE,Trujillo,TRU
Trujillo Airport,HN,Trujillo,TJI
Truth or Consequences Municipal Airport,US,Truth or Consequences,TCS
Tsaratanana Airport,MG,Tsaratanana,TTS
Tsetserleg Airport,MN,Tsetserleg,TSZ
Tsewi Airport,PG,Tsewi,TSW
Tshabong Airport,BW,Tshabong,TBY
Tshikapa Airport,CD,Tshikapa,TSH
Tshipise Airport,ZA,Tshipise,TSD
Tsile Tsile Airport,PG,Tsile Tsile,TSI
Tsiroanomandidy Airport,MG,Tsiroanomandidy,WTS
Tsumeb Airport,NA,Tsumeb,TSB
Tsushima Airport,JP,Tsushima,TSJ
Tuba City Airport,US,Tuba City,TBC
Tucson International Airport / Morris Air National Guard Base,US,Tucson,TUS
Davis Monthan Air Force Base,US,Tucson,DMA
Marana Regional Airport,US,Tucson,AVW
Tucuma Airport,BR,Tucuma,BR-
Tucumã Airport,BR,Tucumã,TUZ
Tucumcari Municipal Airport,US,Tucumcari,TCC
Tucupita Airport,VE,Tucupita,TUV
Tucuruí Airport,BR,Tucuruí,TUR
Tufi Airport,PG,Tufi,TFI
Tuguegarao Airport,PH,Tuguegarao City,TUG
Tuktoyaktuk Airport,CA,Tuktoyaktuk,YUB
Klokovo Airfield,RU,Tula,TYA
Tulaghi Heliport,SB,Tulaghi Island,TLG
Mefford Field,US,Tulare,TLR
Teniente Coronel Luis a Mantilla Airport,EC,Tulcán,TUA
Tulcea Danube Delta Airport,RO,Tulcea,TCE
Limpopo Valley Airport,BW,Tuli Lodge,TLD
Tulita Airport,CA,Tulita,ZFN
Arnold Air Force Base,US,Tullahoma,TUH
Tullahoma Regional Arpt/Wm Northern Field,US,Tullahoma,THA
Tulsa International Airport,US,Tulsa,TUL
Richard Lloyd Jones Jr Airport,US,Tulsa,RVS
Heriberto Gíl Martínez Airport,CO,Tuluá,ULQ
Tuluksak Airport,US,Tuluksak,TLT
Tulum Naval Air Station,MX,Tulum,TUY
Tum Airport,ET,Tum,TUJ
La Florida Airport,CO,Tumaco,TCO
Tumbang Samba Airport,ID,Tumbang Samba-Borneo Island,TBM
Capitan FAP Pedro Canga Rodriguez Airport,PE,Tumbes,TBP
Tumbler Ridge Airport,CA,Tumbler Ridge,TUX
Tumling Tar Airport,NP,Tumling Tar,TMI
Tumolbil Airport,PG,Tumolbil,TLP
Tumxuk Tangwangcheng Airport,CN,Tumxuk,TWC
Tungsten (Cantung) Airport,CA,Tungsten,TNS
Tunica Municipal Airport,US,Tunica,UTM
Tunis Carthage International Airport,TN,Tunis,TUN
Tuntutuliak Airport,US,Tuntutuliak,WTL
Tununak Airport,US,Tununak,TNK
Tupai Airport,PF,Tupai Atoll,TPX
Tupelo Regional Airport,US,Tupelo,TUP
Turaif Domestic Airport,SA,Turaif,TUI
Turbat International Airport,PK,Turbat,TUK
Gonzalo Mejía Airport,CO,Turbo,TRB
Turkey Creek Airport,AU,Turkey Creek,TKY
Türkmenabat International Airport,TM,Türkmenabat,CRZ
Turkmenbashi International Airport,TM,Turkmenbashi,KRW
Turku Airport,FI,Turku,TKU
Turpan Jiaohe Airport,CN,Turpan,TLQ
Turukhansk Airport,RU,Turukhansk,THX
Tuscaloosa Regional Airport,US,Tuscaloosa,TCL
Sharpe Field,US,Tuskegee,TGE
Naukati Bay Seaplane Base,US,Tuxekan Island,NKI
Angel Albino Corzo International Airport,MX,Tuxtla Gutiérrez,TGZ
Dong Tac Airport,VN,Tuy Hoa,TBB
Tuzla International Airport,BA,Tuzla,TZL
Migalovo Air Base,RU,Tver,KLD
Twentynine Palms Airport,US,Twentynine Palms,TNP
Joslin Field Magic Valley Regional Airport,US,Twin Falls,TWF
Twin Hills Airport,US,Twin Hills,TWA
Pukaki Airport,NZ,Twitzel,TWZ
Two Harbors Amphibious Terminal,US,Two Harbors,TWH
Tyler Pounds Regional Airport,US,Tyler,TYR
Zonalnoye Airport,RU,Tymovskoye,ZZO
Tynda Airport,RU,Tynda,TYD
Tyonek Airport,US,Tyonek,TYE
Roshchino International Airport,RU,Tyumen,TJM
Tzaneen Airport,ZA,Tzaneen,LTA
Ua Huka Airport,PF,Ua Huka,UAH
Ua Pou Airport,PF,Ua Pou,UAP
Uaxactun Airport,GT,Uaxactun,UAX
Ubari Airport,LY,Ubari,QUB
Ubatuba Airport,BR,Ubatuba,UBT
Yamaguchi Ube Airport,JP,Ube,UBJ
Mário de Almeida Franco Airport,BR,Uberaba,UBA
Ten. Cel. Aviador César Bombonato Airport,BR,Uberlândia,UDI
Ubon Ratchathani Airport,TH,Ubon Ratchathani,UBP
Ubrub Airport,ID,Ubrub-Papua Island,UBR
Uchiza Airport,PE,Uchiza,UCZ
Maharana Pratap Airport,IN,Udaipur,UDR
Udine-Campoformido Air Base,IT,Udine,UDN
Udon Thani Airport,TH,Udon Thani,UTH
Ufa International Airport,RU,Ufa,UFA
Ugashik Airport,US,Ugashik,UGS
Kunovice Airport,CZ,Uherské Hradiště,UHE
Uige Airport,AO,Uige,UGO
Ujae Atoll Airport,MH,Ujae Atoll,UJE
Hasanuddin International Airport,ID,Ujung Pandang-Celebes Island,UPG
Ukhta Airport,RU,Ukhta,UCT
Ukiah Municipal Airport,US,Ukiah,UKI
Ukkusissat Heliport,GL,Ukkusissat,JUK
Ukunda Airstrip,KE,Ukunda,UKA
Buyant-Ukhaa International Airport,MN,Ulaanbaatar,ULN
Ulaanbaatar Chinggis Khaan International Airport,MN,Ulaanbaatar (Sergelen),UBN
Ulaangom Airport,MN,Ulaangom,ULO
Ulan-Ude Airport (Mukhino),RU,Ulan Ude,UUD
Ulanhot Airport,CN,Ulanhot,HLH
Ulanqab Jining Airport,CN,Ulanqab,UCB
Donoi Airport,MN,Uliastai,ULZ
Ulsan Airport,KR,Ulsan,USN
Ulukhaktok Holman Airport,CA,Ulukhaktok,YHI
Prince Mangosuthu Buthelezi Airport,ZA,Ulundi,ULD
Ulusaba Airport,ZA,Ulusaba,ULX
Ulyanovsk East Airport,RU,Ulyanovsk,ULY
Ulyanovsk Baratayevka Airport,RU,Ulyanovsk,ULV
Umba Airport,PG,Umba,UMC
Umeå Airport,SE,Umeå,UME
Umiat Airport,US,Umiat,UMT
Umiujaq Airport,CA,Umiujaq,YUD
Bulagtai Resort Airport,MN,Umnugobitour,UGT
Umuarama Airport,BR,Umuarama,UMU
Hotel Transamérica Airport,BR,Una,UNA
Unalakleet Airport,US,Unalakleet,UNK
Tom Madsen (Dutch Harbor) Airport,US,Unalaska,DUT
Bali Airport,PG,Unea Island,BAJ
Everett-Stewart Regional Airport,US,Union City,UCY
Union Island International Airport,VC,Union Island,UNI
Randolph Air Force Base,US,Universal City,RND
Mt Logan Airstrip,CA,Unorganized Yukon,ZYA
Upala Airport,CR,Upala,UPL
Upavon Aerodrome,GB,Upavon,UPV
Tasiusaq (Qaasuitsup) Heliport,GL,Upernavik,TQA
Upernavik Airport,GL,Upernavik,JUV
Upiara Airport,PG,Upiara,UPR
Pierre Van Ryneveld Airport,ZA,Upington,UTN
Cable Airport,US,Upland,CCB
RAF Upper Heyford,GB,Upper Heyford,UHF
Urad Middle Banner,CN,Urad Middle Banner,WZQ
Uralsk Airport,KZ,Uralsk,URA
Uranium City Airport,CA,Uranium City,YBE
Uray Airport,RU,Uray,URJ
Urengoy Airport,RU,Urengoy,UEN
Urgench Airport,UZ,Urgench,UGC
Urgun Airport,AF,Urgun,URN
Uribe Airport,CO,Uribe,URI
Urmia Airport,IR,Urmia,OMH
Uroubi Airport,PG,Uroubi,URU
Urrao Airport,CO,Urrao,URR
Rubem Berta Airport,BR,Uruguaiana,URG
Ürümqi Diwopu International Airport,CN,Ürümqi,URC
Urzhar Airport,KZ,Urzhar,UZR
Uşak Airport,TR,Uşak,USQ
Usharal Airport,KZ,Usharal,USJ
Malvinas Argentinas Airport,AR,Ushuahia,USH
Usino Airport,PG,Usino,USO
Usinsk Airport,RU,Usinsk,USK
Ust-Kamennogorsk Airport,KZ,Ust Kamenogorsk,UKK
Ust-Ilimsk Airport,RU,Ust-Ilimsk,UIK
Ust-Kut Airport,RU,Ust-Kut,UKX
Ust-Kuyga Airport,RU,Ust-Kuyga,UKG
Ust-Maya Airport,RU,Ust-Maya,UMS
Ust-Nera Airport,RU,Ust-Nera,USR
Ust-Tsylma Airport,RU,Ust-Tsylma,UTS
Ustupo Airport,PA,Ustupo,UTU
Ogubsucum Airport,PA,Ustupo,OGM
Utila Airport,HN,Utila Island,UII
Utirik Airport,MH,Utirik Island,UTK
Indian Mountain LRRS Airport,US,Utopia Creek,UTO
Wiley Post Will Rogers Memorial Airport,US,Utqiaġvik,BRW
Uttaradit Airport,TH,Uttaradit,UTR
Utti Air Base,FI,Utti / Valkeala,UTI
Raiatea Airport,PF,Uturoa,RFP
Uummannaq Heliport,GL,Uummannaq,UMD
Qaarsut Airport,GL,Uummannaq,JQA
Garner Field,US,Uvalde,UVA
Uvol Airport,PG,Uvol,UVO
Akwa Ibom International Airport,NG,Uyo,QUO
Uzhhorod International Airport,UA,Uzhhorod,UDJ
Ponikve Airport,RS,Užice,UZC
Vaasa Airport,FI,Vaasa,VAA
Vadodara Airport,IN,Vadodara,BDQ
Vadsø Airport,NO,Vadsø,VDS
Værøy Heliport,NO,Værøy,VRY
Tuticorin Airport,IN,Vagaikulam,TCR
Vágar Airport,FO,Vágar,FAE
Vahitahi Airport,PF,Vahitahi,VHZ
Val-d'Or Airport,CA,Val-d'Or,YVO
Valcheta Airport,AR,Valcheta,VCF
Valdez Pioneer Field,US,Valdez,VDZ
Pichoy Airport,CL,Valdivia,ZAL
Valdosta Regional Airport,US,Valdosta,VLD
Moody Air Force Base,US,Valdosta,VAD
Valença Airport,BR,Valença,VAL
Valence-Chabeuil Airport,FR,Valence/Chabeuil,VAF
Arturo Michelena International Airport,VE,Valencia,VLN
Valencia Airport,ES,Valencia,VLC
Valenciennes-Denain Airport,FR,Valenciennes/Denain,XVS
Miller Field,US,Valentine,VTN
Dr. Antonio Nicolás Briceño Airport,VE,Valera,VLV
Valladolid Airport,ES,Valladolid,VLL
Alfonso López Pumarejo Airport,CO,Valledupar,VUP
Capitán Av. Vidal Villagomez Toledo Airport,BO,Vallegrande,VAH
Vallenar Airport,CL,Vallenar,VLR
Malta International Airport,MT,Valletta,MLA
Porter County Municipal Airport,US,Valparaiso,VPZ
Destin-Fort Walton Beach Airport,US,Valparaiso,VPS
Van Ferit Melen Airport,TR,Van,VAN
Van Don International Airport,VN,Van Don,VDO
Culberson County Airport,US,Van Horn,VHN
Van Nuys Airport,US,Van Nuys,VNY
Vancouver International Airport,CA,Vancouver,YVR
Boundary Bay Airport,CA,Vancouver,YDT
Vancouver Harbour Water Aerodrome,CA,Vancouver,CXH
Vandalia Municipal Airport,US,Vandalia,VLA
Vangaindrano Airport,MG,Vangaindrano,VND
Vanimo Airport,PG,Vanimo,VAI
Vannes-Meucon Airport,FR,Vannes/Meucon,VNE
Vanua Balavu Airport,FJ,Vanua Balavu,VBV
Kawama Airport,CU,Varadero,VRO
Juan Gualberto Gomez International Airport,CU,Varadero,VRA
Lal Bahadur Shastri Airport,IN,Varanasi,VNS
Varandey Airport,RU,Varandey,VRI
Vardø Airport - Svartnes,NO,Vardø,VAW
Major Brigadeiro Trompowsky Airport,BR,Varginha,VAG
Varkaus Airport,FI,Varkaus / Joroinen,VRK
Varna Airport,BG,Varna,VAR
Dabolim Airport,IN,Vasco da Gama,GOI
Västervik Airport,SE,Västervik,VVK
Vatomandry Airport,MG,Vatomandry,VAT
Châlons-Vatry Airport,FR,Vatry,XCR
Vatukoula Airport,FJ,Vatukoula,VAU
Vatulele Airport,FJ,Vatulele,VTF
Vava'u International Airport,TO,Vava'u Island,VAV
Växjö Kronoberg Airport,SE,Växjö,VXO
São Jorge Airport,PT,Velas,SJZ
Novgorod Airport,RU,Velikiy Novgorod,NVR
Velikiy Ustyug Airport,RU,Velikiy Ustyug,VUS
Velikiye Luki Airport,RU,Velikiye Luki,VLU
Venetie Airport,US,Venetie,VEE
Venice Municipal Airport,US,Venice,VNC
Venice Marco Polo Airport,IT,Venice,VCE
Ventspils International Airport,LV,Ventspils,VNT
General Heriberto Jara International Airport,MX,Veracruz,VER
Verkhnevilyuisk Airport,RU,Verkhnevilyuisk,VHV
Vermilion Airport,CA,Vermilion,YVG
Vernal Regional Airport,US,Vernal,VEL
Vernon Airport,CA,Vernon,YVE
Wilbarger County Airport,US,Vernon,WIB
Vero Beach Regional Airport,US,Vero Beach,VRB
Verona Villafranca Airport,IT,Verona,VRN
Roy Otten Memorial Airfield,US,Versailles,VRS
Vestmannaeyjar Airport,IS,Vestmannaeyjar,VEY
Vicenza Airport,IT,Vicenza,VIC
Vichadero Airport,UY,Vichadero,VCH
Vichy-Charmeil Airport,FR,Vichy/Charmeil,VHY
Vicksburg Municipal Airport,US,Vicksburg,VKS
Victoria Airport,CL,Victoria,ZIC
Victoria International Airport,CA,Victoria,YYJ
Victoria Harbour Seaplane Base,CA,Victoria,YWH
Victoria Regional Airport,US,Victoria,VCT
Victoria Falls International Airport,ZW,Victoria Falls,VFA
Southern California Logistics Airport,US,Victorville,VCV
Vidalia Regional Airport,US,Vidalia,VDI
Videira Airport,BR,Videira,VIA
Gobernador Castello Airport,AR,Viedma / Carmen de Patagones,VDM
Vienna International Airport,AT,Vienna,VIE
Wattay International Airport,LA,Vientiane,VTE
Antonio Rivera Rodriguez Airport,PR,Vieques Island,VQS
Vieste Heliport,IT,Vieste,VIF
Hewanorra International Airport,LC,Vieux Fort,UVF
Vigo Airport,ES,Vigo,VGO
Porto Santo Airport,PT,Vila Baleira,PXO
Vila Bela da Santíssima Trindade Airport,BR,Vila Bela Da Santíssima Trindade,MTG
Maio Airport,CV,Vila do Maio,MMO
Mosteiros Airport,CV,Vila do Mosteiros,MTI
